user_id,2496,3470,4627,4957,5170,8701,8739,8782,9272,9836,10744,11107,13285,13546,13982,14106,15072,15242,15411,16531,16884,17126,18816,18914,19710,20048,20155,21363,21761,21882,22176,22782,24088,24672,24799,25723,25885,26110,26210,26217,26257,26306,26339,27144,27208,27210,27520,27733,28148,28648,28768,29598,29679,30081,30358,30366,30951,31128,31371,31717,31750,32204,32614,32844,33170,33489,33665,33671,33919,34011,34382,34499,35889,35988,37336,37413,38298,39087,41701,42094,42169,42603,43023,43509,44232,44833,44888,45940,46501,46877,46922,47195,48760,49200,49230,49387,50144,50719,51537,52035,52253,52488,53198,53878,53914,54257,55673,55768,56103,56366,57130,59224,59336,59635,59636,63689,63786,64138,65340,66121,66241,66575,66596,66703,67256,68159,68955,69173,69630,70165,71373,71557,71739,71933,73033,73166,73488,73825,74301,74730,75302,76491,76616,76864,76930,77397,77585,78579,78814,79563,79595,79944,80413,80536,81902,82102,82925,83203,83524,83561,87075,87085,87782,88939,89204,89207,90674,90975,92072,95068,95222,95569,96475,96886,96988,97340,98415,99476,99709,101104,104248,105670,105726,106251,106627,106715,107997,108105,108248,108364,108522,108775,110506,110683,113983,116849,117317,117565,118761,121490,126611,128956,129345,129926,131018,132765,135350,136589,137262,137364,141789,145064,150863,150987,152441,155018,155021,158832,161334,177558,185342,193370,200296,208583,251220,261889
1535,0.0,0.0,0.0,0.0,0.353,0.0,0.0,-0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,-0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4470,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.303,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.303,0.0,0.0,0.0,0.0,-4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.303,0.0,0.0,0.0,0.0,-4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.303,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.303,0.0,0.303,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.303,0.0,0.303,0.303,0.0
5060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,-2.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,-0.5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.0,0.0,0.4119,0.0,-0.5884,0.0,0.0,0.0,0.0,0.0
7108,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,-0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0909,-0.909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,-0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8629,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.342,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416,0.6587,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,-2.342,0.0,0.0,0.0,0.0,0.0,-0.3416,0.0,0.0,0.6587,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,-2.342,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.6587,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.6587,-1.342,0.0,0.6587,0.0,0.0,0.0,0.6587,0.0,0.6587,0.0,0.0,0.0,0.0,-0.3416,0.6587,0.0,0.0,0.0,0.0,-1.342,0.0,0.0,0.0,0.0,-1.342,0.0,-1.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,-0.3416,-0.3416,0.0,0.0,0.0,0.0,-1.342,0.6587,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.0,0.0,0.0,0.0,0.0
8688,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0909,-1.909,0.0,0.0909,0.0909,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0909,0.0909,0.0,0.0,0.0909,-0.909,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.0,-0.909,0.0,0.0,0.0,0.0,-0.909,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.909,0.0909,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9869,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,-0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,-0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11176,0.0,0.0,0.2727,-0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.728,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.728,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13483,0.2554,0.0,0.0,-0.7446,0.0,0.2554,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,-0.7446,0.2554,-0.7446,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,-4.746,0.2554,0.0,0.2554,0.2554,0.0,0.0,0.2554,0.2554,0.2554,0.2554,0.0,0.2554,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.2554,0.0,0.2554,0.0,-0.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.2554,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,-0.7446,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,-0.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,-0.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.2554,0.2554,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.2554,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
